Total Length,Execute Time
969,594.7751770019531
970,594.8262329101562
971,594.8108825683594
972,594.9501342773438
973,595.15478515625
974,595.3013610839844
975,595.1733703613281
976,595.2091674804688
977,595.1394958496094
978,595.1958923339844
979,595.0533447265625
980,595.0403747558594
981,595.0730285644531
982,595.0494689941406
983,595.4601135253906
984,595.4436950683594
985,595.4711303710938
986,595.3934631347656
987,595.4325866699219
988,595.4098510742188
989,595.4191589355469
990,595.3494873046875
991,595.4469909667969
992,595.4366760253906
993,595.6833190917969
994,595.57470703125
995,595.6732177734375
996,595.6515808105469
997,595.7099609375
998,595.6962890625
999,595.5877685546875
1000,595.4601135253906
1001,595.5306396484375
1002,595.7017517089844
1003,595.9014587402344
1004,595.884033203125
1005,596.0386657714844
1006,595.9495544433594
1007,595.7775573730469
1008,595.8400268554688
1009,595.8153991699219
1010,595.7713928222656
1011,595.9434204101562
1012,596.4480285644531
1013,596.4624328613281
1014,596.485107421875
1015,596.4871826171875
1016,596.4738464355469
1017,596.3622436523438
1018,596.5096740722656
1019,596.567138671875
1020,596.8158874511719
1021,596.8969116210938
1022,596.6622619628906
1023,596.7206420898438
1024,596.748291015625
1025,674.4505004882812
1026,674.3255004882812
1027,674.1831665039062
1028,674.3879089355469
1029,674.5384826660156
1030,674.7177124023438
1031,674.5097351074219
1032,674.5772094726562
1033,674.661376953125
1034,674.4627380371094
1035,674.5599975585938
1036,674.75244140625
1037,674.6286010742188
1038,674.6881408691406
1039,674.7577209472656
1040,674.6123657226562
1041,674.6378173828125
1042,674.83056640625
1043,674.6644592285156
1044,674.7178039550781
1045,675.10400390625
1046,675.0179748535156
1047,674.7924499511719
1048,674.8784484863281
1049,674.988037109375
1050,674.7974548339844
1051,674.8743591308594
1052,675.0329284667969
1053,674.8743896484375
1054,674.9933471679688
1055,675.0728149414062
1056,674.9522094726562
1057,675.1519165039062
1058,674.9788208007812
1059,674.9666137695312
1060,675.0465393066406
1061,675.041259765625
1062,675.0146484375
1063,675.0853271484375
1064,675.2388000488281
1065,675.284912109375
1066,675.0586853027344
1067,675.2521057128906
1068,675.0076293945312
1069,675.4796752929688
1070,675.2132568359375
1071,675.3753051757812
1072,675.4622497558594
1073,675.1662292480469
1074,675.390380859375
1075,675.5357971191406
1076,675.6331481933594
1077,675.4119873046875
1078,675.5870666503906
1079,675.6167297363281
1080,675.4692993164062
1081,675.5541687011719
1082,675.6864013671875
1083,675.4713134765625
1084,675.599365234375
1085,675.7937316894531
1086,675.8768615722656
1087,675.6917419433594
1088,675.7355346679688
1089,676.8679809570312
1090,676.627197265625
1091,676.6499938964844
1092,676.8617858886719
1093,676.895751953125
1094,676.6911010742188
1095,676.8343200683594
1096,676.9519653320312
1097,676.9818115234375
1098,676.801513671875
1099,676.9376831054688
1100,677.0708618164062
1101,677.185546875
1102,676.9784851074219
1103,677.1148986816406
1104,677.2234191894531
1105,677.5225830078125
1106,677.4466552734375
1107,677.452880859375
1108,677.5993957519531
1109,677.7044372558594
1110,677.5009155273438
1111,677.5715942382812
1112,677.7384948730469
1113,677.6962585449219
1114,677.572509765625
1115,677.7108459472656
1116,677.8040161132812
1117,677.8511352539062
1118,677.7720336914062
1119,677.802001953125
1120,677.9084777832031
1121,678.0108642578125
1122,677.7976379394531
1123,677.8327026367188
1124,677.9443054199219
1125,678.0323791503906
1126,677.9105224609375
1127,677.8828735351562
1128,678.0283508300781
1129,678.1748352050781
1130,677.95556640625
1131,677.9627380371094
1132,678.0845336914062
1133,678.1583251953125
1134,677.9778747558594
1135,678.0907287597656
1136,678.1642456054688
1137,678.2081909179688
1138,678.4151000976562
1139,678.118408203125
1140,678.1798400878906
1141,678.3982849121094
1142,678.0300598144531
1143,678.2186584472656
1144,678.2269592285156
1145,678.3806457519531
1146,678.494140625
1147,678.2545776367188
1148,678.3230590820312
1149,678.481689453125
1150,678.6631469726562
1151,678.6581115722656
1152,678.3989868164062
1153,765.5280456542969
1154,765.2515869140625
1155,765.4317932128906
1156,765.3303833007812
1157,765.7174987792969
1158,765.7021484375
1159,765.6938171386719
